100.000000,2913183026.000000,0.000000,3214796934.000000
300.000000,2944952068.000000,0.000000,3078528490.000000
600.000000,2881321946.000000,0.000000,2971133908.000000
1000.000000,2892244844.000000,0.000000,2909206040.000000
2000.000000,2851217350.000000,0.000000,2869493948.000000
3000.000000,2963782800.000000,0.000000,2848035520.000000
6000.000000,2917284258.000000,0.000000,2836303648.000000
10000.000000,2961628022.000000,0.000000,2826956190.000000
20000.000000,2860257848.000000,0.000000,2876925304.000000
30000.000000,2898442400.000000,0.000000,2883902726.000000
