6.000000,1.000000,0.393202,0.000000,0.000000,57.420291,0.468527,2.598298
10.000000,1.000000,0.222146,0.000000,0.000000,58.083393,0.407823,2.526187
20.000000,1.000000,0.204849,0.000000,0.000000,57.389769,0.414928,6.466192
30.000000,1.000000,0.213245,0.000000,0.000000,57.446931,0.406806,6.649218
60.000000,1.000000,0.223714,0.000000,0.000000,57.730030,0.432591,5.155629
100.000000,1.000000,0.203689,0.000000,0.000000,58.061493,0.416906,3.475305
300.000000,1.000000,0.214375,0.000000,0.000000,58.248505,0.415390,5.062720
600.000000,1.000000,0.225061,0.000000,0.000000,59.006593,0.457437,3.415799
1000.000000,1.000000,0.207098,0.000000,0.000000,59.810805,0.438279,1.947459
2000.000000,1.000000,0.216609,0.000000,0.000000,61.363240,0.436265,6.841584
